l.madddf	1			bn.madddf
l.prefetch	1			bg.prefetch
l.syncwritebuffer	1			bg.syncwritebuffer
l.flush_line	1			bg.flush_line
l.flush	1			bg.flush
l.invalidate_line	1			bg.invalidate_line
l.invalidate	1			bg.invalidate
l.flush_invalidate	1			bg.flush_invalidate
l.flush_invalidate_line	1			bg.flush_invalidate_line
l.dma_op	1			bg.dma_op
l.fft	1			bg.fft
l.fftr	1			bg.fftr
l.ifft	1			bg.ifft
l.ifftr	1			bg.ifftr
l.ldww	1			bg.ldww
l.ldwwx	1			bg.ldwwx
l.ldww2	1			bg.ldww2
l.ldww2x	1			bg.ldww2x
l.amacr	1			bg.amacr
l.amacr_ex	1			bg.amacr_ex
l.amacr_exr	1			bg.amacr_exr
l.amacr40_32	1			bg.amacr40_32
l.amacr40_32r	1			bg.amacr40_32r
l.amacr40r_32	1			bg.amacr40r_32
l.amacr40r_32r	1			bg.amacr40r_32r
l.amacr40_16	1			bg.amacr40_16
l.amacr40_16r	1			bg.amacr40_16r
l.amacr40r_16	1			bg.amacr40r_16
l.amacr40r_16r	1			bg.amacr40r_16r
l.amacrc40_16	1			bg.amacrc40_16
l.amacrc40_16r	1			bg.amacrc40_16r
l.amacrc40r_16	1			bg.amacrc40r_16
l.amacrc40r_16r	1			bg.amacrc40r_16r
l.divl	1			bg.divl
l.divlu	1			bg.divlu
l.divlr	1			bg.divlr
l.divlru	1			bg.divlru
l.ext	1			bg.ext
l.extu	1			bg.extu
l.exti	1			bg.exti
l.extui	1			bg.extui
l.extr	1			bg.extr
l.extru	1			bg.extru
l.extri	1			bg.extri
l.extrui	1			bg.extrui
l.dep	1			bg.dep
l.depi	1			bg.depi
l.srlri	1			bn.srlri
l.srari	1			bn.srari
l.srarzi	1			bn.srarzi
l.dsli	1			bn.dsli
l.dsri	1			bn.dsri
l.maxi	1			bg.maxi
l.mini	1			bg.mini
l.maxui	1			bg.maxui
l.minui	1			bg.minui
l.bgtui	2			bn.bgtui | bg.bgtui | bw.sfgtui_bf | bx.sfgtui_bf
l.bleui	2			bn.bleui | bg.bleui | bw.sfleui_bf | bx.sfleui_bf
l.beq	2			bg.beq | bw.sfeq_bf | bx.sfeq_bf
l.bne	2			bg.bne | bw.sfne_bf | bx.sfne_bf
l.bges	2	rA,rB,&	rB,rA,&	bg.bles | bw.sfles_bf | bx.sfles_bf
l.bgts	2			bg.bgts | bw.sfgts_bf | bx.sfgts_bf
l.bgeu	2	rA,rB,&	rB,rA,&	bg.bleu | bw.sfleu_bf | bx.sfleu_bf
l.bgtu	2			bg.bgtu | bw.sfgtu_bf | bx.sfgtu_bf
l.mfspr	0			bg.mfspr
l.mtspr	0			bg.mtspr
l.stack	1			bt.stack
l.nop	3			bt.nop | bn.nop
l.rfe	1			bt.rfe
l.sys	1			bt.sys
l.addic	0			bg.addic
l.muli	0			bg.muli
l.movhi	3			bt.movhi | bn.movhi | bg.movhi
l.sim	0	U	U	bn.nop
l.byteswap	1			bn.swab
l.swab	1			bn.swab
l.bitswap	1			bn.bitrev
l.bitrev	1			bn.bitrev
l.sgn	1			bn.sgn
l.sgnz1	1			bn.sgnz1
l.sgnz_1	1			bn.sgnz_1
l.sgnp	1			bn.sgnp
l.sgnpz1	1			bn.sgnpz1
l.sgnpz_1	1			bn.sgnpz_1
l.crc_le	1			bn.crc_le
l.pack_s	1			bn.pack_s
l.conjc	1			bn.conjc
l.absc	1			bg.absc
