bg.ldww2x	rD,R(rA),qd,Q	101 001 DDDDD AAAAA RRRRRRRRRRR Q dd 11	it_load	96	0	8192
bg.amacr	rD,ac,H,n	101 010 DDDDD ----- HHHHH 0-cc nnnnnn -	it_mac	64	0	16
bg.amacr_ex	rD,ac,H,n,Q,d	101 010 DDDDD -Q-dd HHHHH 1-cc nnnnnn -	it_mac	64	0	16
bg.amacr_exr	rD,ac,H,rA,Q,d	101 010 DDDDD -Q-dd HHHHH 11cc -AAAAA -	it_mac	96	0	16
bg.dummy1	rD,ac,n,rA	101 010 DDDDD AAAAA ----0 01cc nnnnnn -	it_unknown	96	0	16384
bg.amacr40_32	rD,ac,n	101 010 DDDDD ----- -0001 01cc nnnnnn -	it_mac	64	0	16
bg.amacr40_32r	rD,ac,n	101 010 DDDDD ----- -0011 01cc nnnnnn -	it_mac	64	0	16
bg.amacr40r_32	rD,ac,rA	101 010 DDDDD AAAAA -0101 01cc ------ -	it_mac	96	0	16
bg.amacr40r_32r	rD,ac,rA	101 010 DDDDD AAAAA -0111 01cc ------ -	it_mac	96	0	16
bg.amacr40_16	rD,ac,n	101 010 DDDDD ----- -1001 01cc nnnnnn -	it_mac	64	0	16
